,term,N,N_ordered,N_not_ordered,freq_ordered (of total),N_made,N_not_made,freq_made (of total),freq_made (of ordered),N_crystallised,N_not_crystallised,freq_crystallised (of total),freq_crystallised (of made),N_assayed,N_not_assayed,freq_assayed (of total),freq_assayed (of made)
2465,rai-nov-c18-2,36,0,36,0.0,0,36,0.0,0.0,36,0,1.0,0.0,0,36,0.0,0.0
2466,occurred,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2467,placement,557,179,378,0.3214,126,431,0.2262,0.7039,557,0,1.0,4.4206,105,452,0.1885,0.8333
2468,antidepressants,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2469,imipramine,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2470,trans-gauche,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2471,conformer,385,1,384,0.0026,1,384,0.0026,1.0,385,0,1.0,385.0,0,385,0.0,0.0
2472,hence,73,0,73,0.0,0,73,0.0,0.0,73,0,1.0,0.0,0,73,0.0,0.0
2473,participation,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2474,capability,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2475,relevant,115,11,104,0.0957,0,115,0.0,0.0,115,0,1.0,0.0,0,115,0.0,0.0
2476,unacceptable,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2477,hartree,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2478,realistic,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2479,bigger,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2480,c20h24n2o,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2481,dipole,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2482,41d,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2483,370a2,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2484,350a3,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2485,ovality,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2486,polarizability,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2487,-nh,25,2,23,0.08,0,25,0.0,0.0,25,0,1.0,0.0,0,25,0.0,0.0
2488,hydrogen-bonding,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2489,histidine-80,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2490,asparagine-63,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2491,h2o,19,0,19,0.0,0,19,0.0,0.0,19,0,1.0,0.0,0,19,0.0,0.0
2492,cannot,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2493,prior,348,27,321,0.0776,17,331,0.0489,0.6296,348,0,1.0,20.4706,2,346,0.0057,0.1176
2494,sub-regions,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2495,ser,5085,197,4888,0.0387,149,4936,0.0293,0.7563,5085,0,1.0,34.1275,97,4988,0.0191,0.651
2496,sub-pocket,13,0,13,0.0,0,13,0.0,0.0,13,0,1.0,0.0,0,13,0.0,0.0
2497,leu,38,6,32,0.1579,6,32,0.1579,1.0,38,0,1.0,6.3333,5,33,0.1316,0.8333
2498,gly,3123,21,3102,0.0067,14,3109,0.0045,0.6667,3123,0,1.0,223.0714,8,3115,0.0026,0.5714
2499,judged,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2500,meta-positioned,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2501,ne2,20,12,8,0.6,12,8,0.6,1.0,20,0,1.0,1.6667,12,8,0.6,1.0
2502,peripheral,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2503,glutamic,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2504,acid-55,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2505,ger-uni-ec7-1,36,3,33,0.0833,3,33,0.0833,1.0,36,0,1.0,12.0,0,36,0.0,0.0
2506,chelating,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2507,planarity,36,5,31,0.1389,5,31,0.1389,1.0,36,0,1.0,7.2,5,31,0.1389,1.0
2508,relation,156,21,135,0.1346,8,148,0.0513,0.381,156,0,1.0,19.5,5,151,0.0321,0.625
2509,capable,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2510,assembly,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2511,carbonic,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2512,swap,65,5,60,0.0769,3,62,0.0462,0.6,65,0,1.0,21.6667,3,62,0.0462,1.0
2513,trifunctionalized,7,0,7,0.0,0,7,0.0,0.0,7,0,1.0,0.0,0,7,0.0,0.0
2514,infectious,55,0,55,0.0,0,55,0.0,0.0,55,0,1.0,0.0,0,55,0.0,0.0
2515,tyrosine,51,1,50,0.0196,1,50,0.0196,1.0,51,0,1.0,51.0,0,51,0.0,0.0
2516,enoyl,13,0,13,0.0,0,13,0.0,0.0,13,0,1.0,0.0,0,13,0.0,0.0
2517,acp,13,0,13,0.0,0,13,0.0,0.0,13,0,1.0,0.0,0,13,0.0,0.0
2518,reductase,13,0,13,0.0,0,13,0.0,0.0,13,0,1.0,0.0,0,13,0.0,0.0
2519,curated,50,2,48,0.04,2,48,0.04,1.0,50,0,1.0,25.0,0,50,0.0,0.0
2520,transition,86,0,86,0.0,0,86,0.0,0.0,86,0,1.0,0.0,0,86,0.0,0.0
2521,high-scoring,16,0,16,0.0,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2522,amde,16,0,16,0.0,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2523,veber,22,0,22,0.0,0,22,0.0,0.0,22,0,1.0,0.0,0,22,0.0,0.0
2524,egan,24,1,23,0.0417,0,24,0.0,0.0,24,0,1.0,0.0,0,24,0.0,0.0
2525,muegge,22,0,22,0.0,0,22,0.0,0.0,22,0,1.0,0.0,0,22,0.0,0.0
2526,p-glycoprotein,16,0,16,0.0,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2527,absorption,16,0,16,0.0,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
2528,subsection,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2529,jarvist,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2530,moore,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2531,frost,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2532,imperial,58,1,57,0.0172,1,57,0.0172,1.0,58,0,1.0,58.0,0,58,0.0,0.0
2533,college,66,1,65,0.0152,1,65,0.0152,1.0,66,0,1.0,66.0,0,66,0.0,0.0
2534,london,263,144,119,0.5475,142,121,0.5399,0.9861,263,0,1.0,1.8521,30,233,0.1141,0.2113
2535,blackett,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2536,kick-starting,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2537,3-amino-4-methylpyridine,20,0,20,0.0,0,20,0.0,0.0,20,0,1.0,0.0,0,20,0.0,0.0
2538,6-membered,71,6,65,0.0845,6,65,0.0845,1.0,71,0,1.0,11.8333,6,65,0.0845,1.0
2539,rotational,43,12,31,0.2791,12,31,0.2791,1.0,43,0,1.0,3.5833,12,31,0.2791,1.0
2540,fluorophenyl,21,0,21,0.0,0,21,0.0,0.0,21,0,1.0,0.0,0,21,0.0,0.0
2541,likewise,20,0,20,0.0,0,20,0.0,0.0,20,0,1.0,0.0,0,20,0.0,0.0
2542,amino-,1302,117,1185,0.0899,100,1202,0.0768,0.8547,1302,0,1.0,13.02,20,1282,0.0154,0.2
2543,arylpropanoic,20,0,20,0.0,0,20,0.0,0.0,20,0,1.0,0.0,0,20,0.0,0.0
2544,bioinorganic,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
2545,biomimetic,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
2546,biofilms,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
2547,nanomaterials,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
2548,exprience,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
2549,organoselenium,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
2550,umifenovir,26,0,26,0.0,0,26,0.0,0.0,26,0,1.0,0.0,0,26,0.0,0.0
2551,agent,140,1,139,0.0071,0,140,0.0,0.0,140,0,1.0,0.0,0,140,0.0,0.0
2552,galidesivir,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2553,broad-spectrum,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2554,demeaner,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2555,acetyle,83,1,82,0.012,1,82,0.012,1.0,83,0,1.0,83.0,0,83,0.0,0.0
2556,hexahydropyrimidine,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2557,methyle,79,29,50,0.3671,15,64,0.1899,0.5172,79,0,1.0,5.2667,13,66,0.1646,0.8667
2558,estimation,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2559,symmetric,181,1,180,0.0055,1,180,0.0055,1.0,181,0,1.0,181.0,1,180,0.0055,1.0
2560,minimising,3,2,1,0.6667,1,2,0.3333,0.5,3,0,1.0,3.0,0,3,0.0,0.0
2561,employed,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
2562,beneficial,156,6,150,0.0385,6,150,0.0385,1.0,156,0,1.0,26.0,6,150,0.0385,1.0
2563,conducted,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2564,kdeep,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2565,benzylic,16,5,11,0.3125,5,11,0.3125,1.0,16,0,1.0,3.2,5,11,0.3125,1.0
2566,orient,280,26,254,0.0929,19,261,0.0679,0.7308,280,0,1.0,14.7368,5,275,0.0179,0.2632
2567,simpler,10,1,9,0.1,1,9,0.1,1.0,10,0,1.0,10.0,1,9,0.1,1.0
2568,symmetrical,2,1,1,0.5,1,1,0.5,1.0,2,0,1.0,2.0,1,1,0.5,1.0
2569,genetic-algorithm,47,1,46,0.0213,1,46,0.0213,1.0,47,0,1.0,47.0,0,47,0.0,0.0
2570,gb-ga,50,1,49,0.02,1,49,0.02,1.0,50,0,1.0,50.0,0,50,0.0,0.0
2571,code,219,1,218,0.0046,1,218,0.0046,1.0,219,0,1.0,219.0,0,219,0.0,0.0
2572,smi23d,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2573,mm94ff,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2574,obminimize,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2575,sulphone,26,3,23,0.1154,3,23,0.1154,1.0,26,0,1.0,8.6667,2,24,0.0769,0.6667
2576,bitter,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2577,configuration,208,3,205,0.0144,3,205,0.0144,1.0,208,0,1.0,69.3333,2,206,0.0096,0.6667
2578,numerous,23,1,22,0.0435,1,22,0.0435,1.0,23,0,1.0,23.0,0,23,0.0,0.0
2579,false-positives,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2580,genuine,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2581,known-valid,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2582,bias,113,37,76,0.3274,31,82,0.2743,0.8378,113,0,1.0,3.6452,20,93,0.177,0.6452
2583,plausible,23,2,21,0.087,2,21,0.087,1.0,23,0,1.0,11.5,1,22,0.0435,0.5
2584,sufficient,56,5,51,0.0893,5,51,0.0893,1.0,56,0,1.0,11.2,4,52,0.0714,0.8
2585,freedom,49,13,36,0.2653,13,36,0.2653,1.0,49,0,1.0,3.7692,12,37,0.2449,0.9231
2586,quantumcorona,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2587,autodockvina_3cl-pro,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2588,0009_hpc_fragment_outputs,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2589,retain,149,23,126,0.1544,13,136,0.0872,0.5652,149,0,1.0,11.4615,12,137,0.0805,0.9231
2590,enormously,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2591,open-source,86,1,85,0.0116,1,85,0.0116,1.0,86,0,1.0,86.0,0,86,0.0,0.0
2592,python,47,1,46,0.0213,1,46,0.0213,1.0,47,0,1.0,47.0,0,47,0.0,0.0
2593,compute,90,4,86,0.0444,3,87,0.0333,0.75,90,0,1.0,30.0,1,89,0.0111,0.3333
2594,physicist,19,1,18,0.0526,1,18,0.0526,1.0,19,0,1.0,19.0,0,19,0.0,0.0
2595,eyeball,38,20,18,0.5263,16,22,0.4211,0.8,38,0,1.0,2.375,13,25,0.3421,0.8125
2596,butyramide,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2597,bromopropyne,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2598,attachment,33,2,31,0.0606,2,31,0.0606,1.0,33,0,1.0,16.5,2,31,0.0606,1.0
2599,suitable,81,6,75,0.0741,6,75,0.0741,1.0,81,0,1.0,13.5,2,79,0.0247,0.3333
2600,trimmed,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2601,parental,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2602,anyone,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
2603,download,34,1,33,0.0294,1,33,0.0294,1.0,34,0,1.0,34.0,1,33,0.0294,1.0
2604,drugbank,14,1,13,0.0714,1,13,0.0714,1.0,14,0,1.0,14.0,0,14,0.0,0.0
2605,rdock,47,25,22,0.5319,25,22,0.5319,1.0,47,0,1.0,1.88,16,31,0.3404,0.64
2606,guiding,9,1,8,0.1111,1,8,0.1111,1.0,9,0,1.0,9.0,0,9,0.0,0.0
2607,db08816,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2608,ticagrelor,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2609,db00619,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2610,imatinib,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2611,db01127,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2612,econazole,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2613,experimental,48,4,44,0.0833,4,44,0.0833,1.0,48,0,1.0,12.0,4,44,0.0833,1.0
2614,perfect,35,2,33,0.0571,2,33,0.0571,1.0,35,0,1.0,17.5,0,35,0.0,0.0
2615,db07660,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2616,boron-containing,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2617,enaminebb,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2618,en300-7375076,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2619,rai-nov-c18,43,3,40,0.0698,1,42,0.0233,0.3333,43,0,1.0,43.0,0,43,0.0,0.0
2620,shape-based,7,3,4,0.4286,1,6,0.1429,0.3333,7,0,1.0,7.0,0,7,0.0,0.0
2621,identifiers,7,3,4,0.4286,1,6,0.1429,0.3333,7,0,1.0,7.0,0,7,0.0,0.0
2622,joint,18,3,15,0.1667,1,17,0.0556,0.3333,18,0,1.0,18.0,0,18,0.0,0.0
2623,rainer,12,3,9,0.25,1,11,0.0833,0.3333,12,0,1.0,12.0,0,12,0.0,0.0
2624,manchester,7,3,4,0.4286,1,6,0.1429,0.3333,7,0,1.0,7.0,0,7,0.0,0.0
2625,dish,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
2626,moonshot,611,266,345,0.4354,242,369,0.3961,0.9098,611,0,1.0,2.5248,35,576,0.0573,0.1446
2627,algo,604,54,550,0.0894,41,563,0.0679,0.7593,604,0,1.0,14.7317,7,597,0.0116,0.1707
2628,enumerate,127,25,102,0.1969,19,108,0.1496,0.76,127,0,1.0,6.6842,17,110,0.1339,0.8947
2629,regression,97,11,86,0.1134,8,89,0.0825,0.7273,97,0,1.0,12.125,4,93,0.0412,0.5
2630,duplicates,51,4,47,0.0784,4,47,0.0784,1.0,51,0,1.0,12.75,2,49,0.0392,0.5
2631,leaf,16,4,12,0.25,2,14,0.125,0.5,16,0,1.0,8.0,2,14,0.125,1.0
2632,nodes,16,4,12,0.25,2,14,0.125,0.5,16,0,1.0,8.0,2,14,0.125,1.0
2633,comparing,93,9,84,0.0968,6,87,0.0645,0.6667,93,0,1.0,15.5,2,91,0.0215,0.3333
2634,coverage,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
2635,dataset,90,4,86,0.0444,4,86,0.0444,1.0,90,0,1.0,22.5,0,90,0.0,0.0
2636,carefully,15,2,13,0.1333,2,13,0.1333,1.0,15,0,1.0,7.5,0,15,0.0,0.0
2637,quality,55,2,53,0.0364,2,53,0.0364,1.0,55,0,1.0,27.5,0,55,0.0,0.0
2638,deep-learning,14,2,12,0.1429,2,12,0.1429,1.0,14,0,1.0,7.0,0,14,0.0,0.0
2639,graph,928,29,899,0.0312,22,906,0.0237,0.7586,928,0,1.0,42.1818,18,910,0.0194,0.8182
2640,convolutional,34,2,32,0.0588,2,32,0.0588,1.0,34,0,1.0,17.0,0,34,0.0,0.0
2641,architecture,34,2,32,0.0588,2,32,0.0588,1.0,34,0,1.0,17.0,0,34,0.0,0.0
2642,crucial,19,2,17,0.1053,2,17,0.1053,1.0,19,0,1.0,9.5,0,19,0.0,0.0
2643,false,35,3,32,0.0857,3,32,0.0857,1.0,35,0,1.0,11.6667,0,35,0.0,0.0
2644,dominating,14,2,12,0.1429,2,12,0.1429,1.0,14,0,1.0,7.0,0,14,0.0,0.0
2645,destroy,14,2,12,0.1429,2,12,0.1429,1.0,14,0,1.0,7.0,0,14,0.0,0.0
2646,meaningful,14,2,12,0.1429,2,12,0.1429,1.0,14,0,1.0,7.0,0,14,0.0,0.0
2647,extensive,97,12,85,0.1237,12,85,0.1237,1.0,97,0,1.0,8.0833,1,96,0.0103,0.0833
2648,getting,48,25,23,0.5208,20,28,0.4167,0.8,48,0,1.0,2.4,16,32,0.3333,0.8
2649,fortunately,15,2,13,0.1333,2,13,0.1333,1.0,15,0,1.0,7.5,0,15,0.0,0.0
2650,rate,1553,217,1336,0.1397,171,1382,0.1101,0.788,1553,0,1.0,9.0819,76,1477,0.0489,0.4444
2651,unreasonable,14,2,12,0.1429,2,12,0.1429,1.0,14,0,1.0,7.0,0,14,0.0,0.0
2652,expectation,14,2,12,0.1429,2,12,0.1429,1.0,14,0,1.0,7.0,0,14,0.0,0.0
2653,pre-curated,14,2,12,0.1429,2,12,0.1429,1.0,14,0,1.0,7.0,0,14,0.0,0.0
2654,priority,74,3,71,0.0405,3,71,0.0405,1.0,74,0,1.0,24.6667,1,73,0.0135,0.3333
2655,synthesisability,14,2,12,0.1429,2,12,0.1429,1.0,14,0,1.0,7.0,0,14,0.0,0.0
2656,novelty,21,2,19,0.0952,2,19,0.0952,1.0,21,0,1.0,10.5,0,21,0.0,0.0
2657,diamondx,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2658,mpro-x0967,9,0,9,0.0,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
2659,recore,46,0,46,0.0,0,46,0.0,0.0,46,0,1.0,0.0,0,46,0.0,0.0
2660,guarantee,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2661,ftrees,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2662,redocked,21,0,21,0.0,0,21,0.0,0.0,21,0,1.0,0.0,0,21,0.0,0.0
2663,tox,236,31,205,0.1314,27,209,0.1144,0.871,236,0,1.0,8.7407,4,232,0.0169,0.1481
2664,emoltox,9,0,9,0.0,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
2665,webserver,9,0,9,0.0,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
2666,repo,232,24,208,0.1034,23,209,0.0991,0.9583,232,0,1.0,10.087,5,227,0.0216,0.2174
2667,volkamerlab,9,0,9,0.0,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
2668,covid19-sbapproach,9,0,9,0.0,0,9,0.0,0.0,9,0,1.0,0.0,0,9,0.0,0.0
2669,167c18e3-3388-4802-bfa0-f8dc23d34258,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2670,mpro-x1392,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2671,untargeted,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2672,nitrile-containing,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2673,reminiscent,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2674,taunton,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2675,coworkers,6,0,6,0.0,0,6,0.0,0.0,6,0,1.0,0.0,0,6,0.0,0.0
2676,examplary,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2677,callum,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2678,dickson,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2679,access,495,68,427,0.1374,49,446,0.099,0.7206,495,0,1.0,10.102,15,480,0.0303,0.3061
2680,litterature,4,1,3,0.25,1,3,0.25,1.0,4,0,1.0,4.0,0,4,0.0,0.0
2681,suitability,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
2682,mapping,55,7,48,0.1273,4,51,0.0727,0.5714,55,0,1.0,13.75,4,51,0.0727,1.0
2683,subfragments,28,2,26,0.0714,1,27,0.0357,0.5,28,0,1.0,28.0,1,27,0.0357,1.0
2684,a77636,75,0,75,0.0,0,75,0.0,0.0,75,0,1.0,0.0,0,75,0.0,0.0
2685,alpha-ketoamide,24,4,20,0.1667,3,21,0.125,0.75,24,0,1.0,8.0,0,24,0.0,0.0
2686,6y2f,108,2,106,0.0185,2,106,0.0185,1.0,108,0,1.0,54.0,2,106,0.0185,1.0
2687,lead-optimization,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2688,calpain2,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2689,jacs,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2690,7b08938,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2691,achieve,26,0,26,0.0,0,26,0.0,0.0,26,0,1.0,0.0,0,26,0.0,0.0
2692,mimic,122,22,100,0.1803,16,106,0.1311,0.7273,122,0,1.0,7.625,9,113,0.0738,0.5625
2693,map-based,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2694,jcim,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2695,8b00959,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2696,demo,60,0,60,0.0,0,60,0.0,0.0,60,0,1.0,0.0,0,60,0.0,0.0
2697,silcsbio,17,0,17,0.0,0,17,0.0,0.0,17,0,1.0,0.0,0,17,0.0,0.0
2698,cov2,28,0,28,0.0,0,28,0.0,0.0,28,0,1.0,0.0,0,28,0.0,0.0
2699,native,230,48,182,0.2087,35,195,0.1522,0.7292,230,0,1.0,6.5714,24,206,0.1043,0.6857
2700,stabilize,34,2,32,0.0588,2,32,0.0588,1.0,34,0,1.0,17.0,2,32,0.0588,1.0
2701,non-native,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
2702,cavities,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2703,akin,194,16,178,0.0825,11,183,0.0567,0.6875,194,0,1.0,17.6364,4,190,0.0206,0.3636
2704,allosteric,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2705,proteolytic,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2706,degradation,34,0,34,0.0,0,34,0.0,0.0,34,0,1.0,0.0,0,34,0.0,0.0
2707,aggregation,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2708,harder,28,4,24,0.1429,3,25,0.1071,0.75,28,0,1.0,9.3333,3,25,0.1071,1.0
2709,resistance,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2710,nonnative,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2711,involve,69,16,53,0.2319,13,56,0.1884,0.8125,69,0,1.0,5.3077,1,68,0.0145,0.0769
2712,state--thus,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
2713,mutation,27,2,25,0.0741,2,25,0.0741,1.0,27,0,1.0,13.5,1,26,0.037,0.5
2714,detrimental,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
