,term,N,N_ordered,N_not_ordered,N_made,N_not_made,N_assayed,N_not_assayed,N_crystallised,N_not_crystallised,freq_ordered (of total),freq_made (of total),freq_assayed (of total),freq_crystallised (of total),freq_made (of ordered),freq_assayed (of made),freq_crystallised (of made),fisher_p_ordered,χ2_p_ordered,fisher_p_made,χ2_p_made,fisher_p_assayed,χ2_p_assayed,fisher_p_crystallised,χ2_p_crystallised,log2_freq_ordered (of total),log2_freq_made (of total),log2_freq_assayed (of total),log2_freq_crystallised (of total),log2_freq_made (of ordered),log2_freq_assayed (of made),log2_freq_crystallised (of made)
2612,leu,28,1.0,27.0,1.0,27.0,1.0,27.0,0.0,28.0,0.0357,0.0357,0.0357,0.0,1.0,1.0,0.0,0.36227982561492955,0.0,0.5106387824765364,0.0,0.7274192084556415,0.0,1.0,0.0,-1.7693331886846284,-1.3323970414853474,-1.304854581528421,-inf,0.4375255419036754,0.027674958442848226,-inf
2613,gly,3060,13.0,3047.0,10.0,3050.0,10.0,3050.0,0.0,3060.0,0.0042,0.0033,0.0033,0.0,0.7692,1.0,0.0,2.7407304231168115e-117,0.0,1.3525137758020866e-87,0.0,8.498856189852003e-86,0.0,1.0969857655615714e-20,0.0,-4.856796029934968,-4.767783186155994,-4.740240726199067,-inf,0.058956209694122984,0.027674958442848226,-inf
2614,x0194_0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2615,x0177_0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2616,judged,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2617,meta-positioned,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2618,engages,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2619,ne2,20,12.0,8.0,12.0,8.0,12.0,8.0,0.0,20.0,0.6,0.6,0.6,0.0,1.0,1.0,0.0,7.591210707585114e-05,0.0,4.814992954233856e-06,0.0,4.013876683934605e-06,0.0,1.0,0.0,2.301633332669515,2.738569479868796,2.7661119398257226,-inf,0.4375255419036754,0.027674958442848226,-inf
2620,peripheral,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2621,glutamic,3,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2622,acid-55,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2623,ger-uni-ec7-1,36,3.0,33.0,3.0,33.0,3.0,33.0,1.0,35.0,0.0833,0.0833,0.0833,0.0278,1.0,1.0,0.3333,0.79502644661945,0.0,1.0,0.0,1.0,0.0,0.46399830247168583,0.0,-0.5469407673481809,-0.11000462014889971,-0.08246216019197299,0.718061636441323,0.4375255419036754,0.027674958442848226,0.8214916414351515
2624,chelating,7,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2625,x0091,7,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2626,ensures,7,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2627,planarity,7,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2628,relation,143,7.0,136.0,3.0,140.0,3.0,140.0,0.0,143.0,0.049,0.021,0.021,0.0,0.4286,1.0,0.0,0.01153577118056736,0.0,0.003445893565126555,0.0,0.0034110297550743567,0.0,0.17971932511554262,0.0,-1.3124755137111577,-2.0979317878483243,-2.070389327891398,-inf,-0.7847707029692266,0.027674958442848226,-inf
2629,capable,7,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2630,assembly,7,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2631,chained,7,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2632,cavity,38,2.0,36.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.31271986672053714,0.0,0.07136088337703991,0.0,0.0710378082681501,0.0,1.0,0.0,-1.210194463421426,-inf,-inf,-inf,-inf,-inf,-inf
2633,curated,30,2.0,28.0,2.0,28.0,2.0,28.0,0.0,30.0,0.0667,0.0667,0.0667,0.0,1.0,1.0,0.0,0.5730285612744901,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.8675705015291434,-0.4306343543298623,-0.40309189437293574,-inf,0.4375255419036754,0.027674958442848226,-inf
2634,transition,66,0.0,66.0,0.0,66.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001012121373778961,0.0,0.005895324566661575,0.0,0.005919674905434168,0.0,0.6301289641467446,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2635,high-scoring,16,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24612070784824858,0.0,0.6368717343931073,0.0,0.6347247726541656,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2636,amde,16,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24612070784824858,0.0,0.6368717343931073,0.0,0.6347247726541656,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2637,veber,22,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1620171214061571,0.0,0.2527125798064036,0.0,0.2530611672895345,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2638,egan,24,1.0,23.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.5131299548520893,0.0,0.25727728573845643,0.0,0.25608948550954497,0.0,1.0,0.0,-1.5452098792690647,-inf,-inf,-inf,-inf,-inf,-inf
2639,muegge,22,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1620171214061571,0.0,0.2527125798064036,0.0,0.2530611672895345,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2640,p-glycoprotein,16,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24612070784824858,0.0,0.6368717343931073,0.0,0.6347247726541656,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2641,absorption,16,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24612070784824858,0.0,0.6368717343931073,0.0,0.6347247726541656,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2642,subsection,8,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2643,3-amino-4-methylpyridine,20,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15844816834824185,0.0,0.40361675693885934,0.0,0.40160641735489155,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2644,6-membered,21,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905689842259207,0.0,0.4114395698270328,0.0,0.4086743531641661,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2645,removes,21,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905689842259207,0.0,0.4114395698270328,0.0,0.4086743531641661,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2646,rotational,39,12.0,27.0,12.0,27.0,12.0,27.0,0.0,39.0,0.3077,0.3077,0.3077,0.0,1.0,1.0,0.0,0.010244936318085348,0.0,0.0007630707113935652,0.0,0.0006530077390041074,0.0,1.0,0.0,1.338195275619816,1.7751314228190973,1.802673882776024,-inf,0.4375255419036754,0.027674958442848226,-inf
2647,fluorophenyl,20,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15844816834824185,0.0,0.40361675693885934,0.0,0.40160641735489155,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2648,likewise,20,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15844816834824185,0.0,0.40361675693885934,0.0,0.40160641735489155,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2649,understanding,12,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6317147149428632,0.0,0.6158796510291435,0.0,0.6160242222883743,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2650,relevant,43,9.0,34.0,0.0,43.0,0.0,43.0,0.0,43.0,0.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.17411060251942165,0.0,0.047115276326017044,0.0,0.04682296670990135,0.0,1.0,0.0,0.7822431435419809,-inf,-inf,-inf,-inf,-inf,-inf
2651,conformers,36,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02865058644083989,0.0,0.07064012059258801,0.0,0.1144266611515186,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2652,umifenovir,8,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2653,agent,101,1.0,100.0,0.0,101.0,0.0,101.0,0.0,101.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.00017574235969884563,0.0,0.0003461163460563773,0.0,0.0003390803088288119,0.0,0.418469061175559,0.0,-3.6197568326341187,-inf,-inf,-inf,-inf,-inf,-inf
2654,folding,33,2.0,31.0,2.0,31.0,2.0,31.0,0.0,33.0,0.0606,0.0606,0.0606,0.0,1.0,1.0,0.0,0.5812910264946859,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0059394692407775,-0.5690033220414964,-0.5414608620845697,-inf,0.4375255419036754,0.027674958442848226,-inf
2655,galidesivir,8,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2656,broad-spectrum,8,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2657,swissadme,46,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008008472309562215,0.0,0.030643225745863756,0.0,0.050059560473650504,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2658,demeaner,3,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2659,acetyle,32,1.0,31.0,1.0,31.0,1.0,31.0,0.0,32.0,0.0312,0.0312,0.0312,0.0,1.0,1.0,0.0,0.25434165935079683,0.0,0.5188465912510185,0.0,0.5168489125583502,0.0,1.0,0.0,-1.9637112338514802,-1.526775086652199,-1.4992326266952722,-inf,0.4375255419036754,0.027674958442848226,-inf
2660,hexahydropyrimidine,3,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2661,facilitate,3,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2662,methyle,26,8.0,18.0,0.0,26.0,0.0,26.0,0.0,26.0,0.3077,0.0,0.0,0.0,0.0,0.0,0.0,0.026529998146581926,0.0,0.26843857388026476,0.0,0.2656999473562194,0.0,1.0,0.0,1.338195275619816,-inf,-inf,-inf,-inf,-inf,-inf
2663,estimation,5,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2664,methylene,26,8.0,18.0,0.0,26.0,0.0,26.0,0.0,26.0,0.3077,0.0,0.0,0.0,0.0,0.0,0.0,0.026529998146581926,0.0,0.26843857388026476,0.0,0.2656999473562194,0.0,1.0,0.0,1.338195275619816,-inf,-inf,-inf,-inf,-inf,-inf
2665,minimising,3,2.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,0.6667,0.3333,0.3333,0.0,0.5,1.0,0.0,0.09430101493752478,0.0,0.2913887279793975,0.0,0.2869272442994921,0.0,1.0,0.0,2.4537085590633003,1.8904282965958008,1.9179707565527275,-inf,-0.5624744580963246,0.027674958442848226,-inf
2666,x0731,9,2.0,7.0,1.0,8.0,1.0,8.0,0.0,9.0,0.2222,0.1111,0.1111,0.0,0.5,1.0,0.0,0.3390241951848937,0.0,0.577237307640647,0.0,0.5705527885228485,0.0,1.0,0.0,0.8685296486753636,0.3054657958746448,0.33300825583157145,-inf,-0.5624744580963246,0.027674958442848226,-inf
2667,employed,12,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6317147149428632,0.0,0.6158796510291435,0.0,0.6160242222883743,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2668,beneficial,28,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667811018039974,0.0,0.16551777259872216,0.0,0.16513860178780213,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2669,conducted,6,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2670,kdeep,6,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2671,oc1ccn,6,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2672,cc3c4cn,6,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
2673,ccc,273,6.0,267.0,5.0,268.0,5.0,268.0,2.0,271.0,0.022,0.0183,0.0183,0.0073,0.8333,1.0,0.4,7.2673677950585e-08,0.0,1.083849010108724e-05,0.0,1.0372016919887903e-05,0.0,0.33473089879736007,0.0,-2.4677537391890687,-2.296477467230405,-2.268935007273478,-1.211054877402167,0.1744334271140591,0.027674958442848226,1.0846703239869906
2674,benzylic,6,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,0.1667,0.1667,0.1667,0.1667,1.0,1.0,1.0,0.5525476047014031,0.0,0.45268054940531566,0.0,0.4466364582579442,0.0,0.11139871996662425,0.0,0.4539249362726884,0.8908610834719695,0.9184035434288962,3.3021589527042323,0.4375255419036754,0.027674958442848226,2.4065984188743528
2675,orient,265,26.0,239.0,20.0,245.0,20.0,245.0,6.0,259.0,0.0981,0.0755,0.0755,0.0226,0.7692,1.0,0.3,0.34067976058740745,0.0,0.5144643545599648,0.0,0.5834940034663577,0.0,0.4668912713189197,0.0,-0.31100412649448955,-0.25184447130200593,-0.22430201134507935,0.4192995261330033,0.058956209694122984,0.027674958442848226,0.6696328247081466
2676,directions,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.29156511532774165,0.0,0.2276712257293603,0.0,0.22402697772760458,0.0,0.04936422548057275,0.0,2.038598926835721,2.4755350740350024,2.5030775339919287,4.886832943267265,0.4375255419036754,0.027674958442848226,2.4065984188743528
2677,simpler,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.29156511532774165,0.0,0.2276712257293603,0.0,0.22402697772760458,0.0,0.04936422548057275,0.0,2.038598926835721,2.4755350740350024,2.5030775339919287,4.886832943267265,0.4375255419036754,0.027674958442848226,2.4065984188743528
2678,symmetrical,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.29156511532774165,0.0,0.2276712257293603,0.0,0.22402697772760458,0.0,0.04936422548057275,0.0,2.038598926835721,2.4755350740350024,2.5030775339919287,4.886832943267265,0.4375255419036754,0.027674958442848226,2.4065984188743528
2679,x1351,4,1.0,3.0,0.0,4.0,0.0,4.0,0.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4369892621596617,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.038598926835721,-inf,-inf,-inf,-inf,-inf,-inf
2680,captured,2,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.29156511532774165,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.038598926835721,-inf,-inf,-inf,-inf,-inf,-inf
2681,genetic-algorithm,47,1.0,46.0,1.0,46.0,1.0,46.0,0.0,47.0,0.0213,0.0213,0.0213,0.0,1.0,1.0,0.0,0.05821357233801393,0.0,0.18177478939453234,0.0,0.18039175107580657,0.0,1.0,0.0,-2.5144038324878903,-2.077467685288609,-2.049925225331682,-inf,0.4375255419036754,0.027674958442848226,-inf
2682,gb-ga,50,1.0,49.0,1.0,49.0,1.0,49.0,0.0,50.0,0.02,0.02,0.02,0.0,1.0,1.0,0.0,0.039408911403544564,0.0,0.12475225117477388,0.0,0.12485467288000354,0.0,1.0,0.0,-2.605257262939004,-2.1683211157397224,-2.1407786557827957,-inf,0.4375255419036754,0.027674958442848226,-inf
2683,code,206,1.0,205.0,1.0,205.0,1.0,205.0,0.0,206.0,0.0049,0.0049,0.0049,0.0,1.0,1.0,0.0,2.4343963087800543e-09,0.0,6.186893960216579e-07,0.0,9.307069020037172e-07,0.0,0.05282511074158147,0.0,-4.634403608598521,-4.197467461399239,-4.169925001442312,-inf,0.4375255419036754,0.027674958442848226,-inf
2684,mutations,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2685,smi23d,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2686,mm94ff,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2687,obminimize,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2688,sulphone,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2689,bitter,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2690,exponentially,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2691,configuration,28,1.0,27.0,1.0,27.0,1.0,27.0,0.0,28.0,0.0357,0.0357,0.0357,0.0,1.0,1.0,0.0,0.36227982561492955,0.0,0.5106387824765364,0.0,0.7274192084556415,0.0,1.0,0.0,-1.7693331886846284,-1.3323970414853474,-1.304854581528421,-inf,0.4375255419036754,0.027674958442848226,-inf
2692,errors,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2693,numerous,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2694,false-positives,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2695,genuine,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2696,constraining,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2697,known-valid,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2698,bias,74,36.0,38.0,24.0,50.0,24.0,50.0,5.0,69.0,0.4865,0.3243,0.3243,0.0676,0.6667,1.0,0.2083,7.940548414273103e-10,0.0,1.170354073168839e-06,0.0,8.588022472747726e-07,0.0,0.010876048861114391,0.0,1.9991106369547456,1.850936002941359,1.8784784628982858,2.0,-0.14736482586874528,0.027674958442848226,0.14333316336555027
2699,plausible,19,1.0,18.0,1.0,18.0,1.0,18.0,0.0,19.0,0.0526,0.0526,0.0526,0.0,1.0,1.0,0.0,0.7167885581423388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.210194463421426,-0.7732583162221449,-0.7457158562652183,-inf,0.4375255419036754,0.027674958442848226,-inf
2700,sufficient,21,1.0,20.0,1.0,20.0,1.0,20.0,0.0,21.0,0.0476,0.0476,0.0476,0.0,1.0,1.0,0.0,0.5043752931658788,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.3542956894057847,-0.9173595422065035,-0.8898170822495769,-inf,0.4375255419036754,0.027674958442848226,-inf
